id;altura;ano_de_construccion;balcon_terraza;banos;categoria;costos_de_mantenimiento;direccion_exacta;enviado;localizacion;m2;m2.1;m2_de_construccion;niveles;parking;piscina;piso_numero;precio;precio_m2_de_construccion;precio_m2_de_terreno;precio_m2;recamaras;tamano_del_lote;tipo_de_pisos;description;feature;land_sq_meter;title
17469991;;NA;;2;Casas;NA;;1/11/2020;Dulce Nombre;;NA;161;1;2;;;120000;745.34 1,000.00;;;2;;;"La propiedad cuenta con un Terreno total de 182mt  de los cuales tiene 161mt construidos  
Consta de  Cochera 52mt2  sala comedor 23mt2  cocina 16mt2  cuarto principal de 17mt2  bano principal 8mt2  cuarto ninos 13mt2  bano de ninos 5mt2  oficina 7mt2  puede acondicionarse como tercer cuarto   cuarto de pilas 6mt2  bodega 6mt2 y un zaguan de 8mt2
  Tiene 41 mt con prevista lista para segundo piso  areas inferiores corresponden al cuarto y bano principal y cocina   Viga corona y losa de piso en concreto industrial  Acometida electrica  y tuberias de agua y banos previstos tambien en esta seccion  el techo de esta prevista tiene tres cerchas de 7 3mt en viga americana estructural de 3 independientes al techo principal para esta seccion  realizado para solo levantar el conjunto y quedar listo para segundo piso  adicionalmente a esta parte hay 20 metros lineales del patio en muro reforzado y previstos para construccion con anclajes de concreto en linea a la prevista de la segunda planta 
  Se cuenta tambien con 2 tanques septicos hechos con concreto y acero reforzado  Uno de 12m3 al frente y otro de 7m3 atras  Con la misma capacidad en sus drenajes  
  Agua caliente por tanque inteligente en cocina  bano principal  cuarto de pilas y jacuzzi 
  Porton electrico en propiedad y en entrada a Residencial 
  Alarma en vivienda  control de luz programables  porton de acceso y ventanales de hierro forjado de seguridad 
  Se cuenta con areas comunes como lo son play privado  areas verdes y estacionamiento para visitas  14 vehiculos   sistema de seguridad por camaras 
  Se tiene acceso a todos los servicios  escuelas  mercados y clinicas a menos de 10 minutos en su trayecto mas largo 
  Servicios de Intenet y cable de Fibra o Coaxial disponibles en sitio 
  Servicio de autobus con dos puntos a menos de 300 metros hacia Coronado y San Jose con itinerario muy dinamico 

Mayor informacion al WhatsApp 8326  4733 ";Calentador de agua;NA;Casas en Vazquez de Coronado   Casa De Habitacion En Dulce Nombre De Coronado
17471808;;NA;;2;Casas;NA;Cartago;20/10/2020;Occidental;;NA;118;NA;2;;;114754.09836065574;₡560,000;₡424,242;;;165;;"Aqui Termina Su Busqueda   Casas con disenos fuera de los Comun  Acabados de Lujo 
Terrenos desde 160 a 240 m2 separadas con retiro lateral 

MODELO 1  71 MILLONES LOTE 180 M2
MODELO 2  68 MILLONES LOTE 160 M2
MODELO 3   63 MILLONES 2 HAB   1 BANO 
MODELOS DE 2 NIVELES DESDE 93 millones


Mas info WhatsApp  506 7018 2029  Asesoramiento Bancario gratis 

	3 Habitaciones  principal con Walk in closet 
	2 5 Banos 
	Sala  Comedor 
	Cocina con sobre de Granito Natural 
	2 Cocheras Techadas 
	Area de Lavado techado 
	Retiro Lateral
	Patio 
	Balcon 

El Condominio cuenta con  

	Seguridad 24 7 
	Piscina 
	Gimnasio 
	Salon para reuniones 
	Parque Infantil 
	Rancho BBQ";;NA;Casas en Tejar   Casas 1 y 2 Niveles Independientes  Tejar Cartago
17474303;;NA;balcon;2.5;;NA;;;;;NA;1;2;2;no;;NA;;;;3;;Porcelanato;"Aqui Termina Su Busqueda   Casas con disenos fuera de los Comun  Acabados de Lujo 
Terrenos desde 160 a 240 m2 separadas con retiro lateral 

MODELOS DE 2 NIVELES PATIO 40 M2 

MODELO 1  71 MILLONES LOTE 180 M2
MODELO 2  68 MILLONES LOTE 160 M2
MODELO 3   65 MILLONES 2 HAB   1 BANO 

Mas info WhatsApp  506 7018 2029  Asesoramiento Bancario gratis 

El Condominio cuenta con  

	Seguridad 24 7 
	Piscina 
	Gimnasio 
	Salon para reuniones 
	Parque Infantil 
	Rancho BBQ

	3 Habitaciones  principal con Walk in closet 
	2 5 Banos 
	Sala  Comedor 
	Cocina con sobre de Granito Natural 
	2 Cocheras Techadas 
	Area de Lavado techado 
	Retiro Lateral
	Patio 
	Balcon";;NA;
17479001;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;; Cerca del Trafico  Parking bajo techo  Parking de visitas  Seguridad 24 Horas  1 Studio  Salon de fiestas  Jardin  Parque Infantil  Gimnasio;NA;
17488563;;NA;;;Casas;NA;;16/10/2020;San Jeronimo;;NA;NA;NA;;;;580000;1,705.88;313.51;;;;;"Moderna y Amplia Casa 
Acabados Excelentes en la mejor zona de Curridabat  Alta Plusvalia  cerca de colegios  supermercados y facil acceso 

ESTRENE NOVIEMBRE 2020
IMAGENES DE OTRO PROYECTO DE LA CONSTRUCTORA   PUEDE ESCOGER ACABADOS
44 m2 de Zona Verde

Mas info WhatsApp  506 7018 2029

OPCION 2 155 Mil AYARCO
OPCION 3 144 Mil AYARCO
OPCION 4 280 MIL GUAYABOS

CONSULTE MAS OPCIONES DISPONIBLES

AGENDE CITA HOY MISMO WhatsApp  506 7018 2029";;NA;Casas en Curridabat   Moderna y Amplia Casa con 44 m2 Zona Verde  Lomas de Ayarco
17491908;;2020;;;Casas;NA;Curridabat;17/10/2020;Curridabat;;NA;NA;NA;;;;194500;765.74;;;;;;"Moderna y Amplia Casa en Condominio
Acabados Excelentes en la mejor zona de Curridabat  Alta Plusvalia  cerca de colegios  supermercados y facil acceso 

Casa de 3 Niveles con Mezanine

ESTRENE ENERO 2021
IMAGENES DE OTRO PROYECTO DE LA CONSTRUCTORA   PUEDE ESCOGER ACABADOS
44 m2 de Zona Verde

OPCION 2 159 5 Mil
OPCION 3 144 Mil
OPCION 4 189 MIL 

CONSULTE MAS OPCIONES DISPONIBLES

AGENDE CITA HOY MISMO WhatsApp  506 7018 2029";;NA;Casas en Curridabat   Moderna y Amplia Casa en Condominio  Guayabos Curridabat
17495627;;2008;terraza;2;;NA;cosecha sabanilla;;;;NA;NA;1;6;no;planta baja;NA;1,111.11;600.60;;3;333;;;;NA;
17498655;;NA;;;Casas;NA;;29/10/2020;Santa Ana;;NA;NA;NA;;;;NA;;;;;;;"Se ubica en un residencial privado  tranquilo y seguro  con seguridad 24 7  con la gran ventaja de estar muy cerca de lugares como Plaza Lincoln  Novacentro  Mall Don Pancho  Los Colegios  Liceo de Moravia  Clinica Catolica  Hospitales publicos y privados  Facil acceso y cuenta con salida hacia Heredia  Coronado  Moravia y Tibas  

Casa cuenta con 

  3 habitaciones 
  2 banos 
  Sala 
  Comedor 
  Cocina 
  Cuarto de lavado 
  Terraza 
  Patio 
  Jardin interno 
  Garaje para 2 vehiculos con porton electrico


C0039"; Cerca del Trafico  Vista a las Montanas  Parking bajo techo  Seguridad 24 Horas  Lavanderia interna  Jardin  Patio  Garaje techado  Sala y Comedor;NA;Casas en San Vicente   PRECIO REBAJADO    Casa en Residencial Alta Moravia
17502262;;2020;;;Casas;NA;Tejar  Cartago;20/10/2020;Tejar;;NA;NA;NA;;;;91803.27868852459;₡560,000;₡352,201;;;159;;;;NA;
17502438;;NA;;2.5;;NA;;;;;NA;243;NA;2;no;;NA;;;;3;;Ceramica;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Cuarto y bano de empleada  Seguridad 24 Horas  Lavanderia interna  Jardin  Sala y Comedor;NA;
17509912;;NA;;2.5;Casas;NA;;16/10/2020;Santa Ana;;NA;158;NA;2;;;179997.97;1,139.22;;;3;;;"Aproveche este precio de oportunidad  motivo salida del pais  el precio esta POR DEBAJO DEL PRECIO DE PREVENTA 

Negociacion directamente con los propietarios  Aproveche esta oportunidad de vivir en una excelente zona a un precio que no volvera a encontrar 

Casa nueva de 3 habitaciones  con ubicacion privilegiada cerca a la 27  Amplia habitacion principal con walk in closet  2 5 banos con muebles italianos y sobres de marmol  sala  comedor  2 salas de TV  cocina abierta con sobres de cuarzo  area de pilas  amplio jardin trasero  garaje para dos vehiculos 
Condominio cuenta con casa club  piscina para ninos y adultos  areas de juegos infantiles  zona bbq y gimnasio equipado  

Interesados por favor comunicarse por Whatsapp   16473272010 o por la plataforma de encuentra24

CASA COMPLETAMENTE TERMINADA 
Blackouts  cortinas  aires acondicionados inverter

VENTA DIRECTO CON EL PROPIETARIO
NO SE ALQUILA  REALTORS POR FAVOR NO CONTACTAR ";;NA;Casas en Santa Ana   Cond Lomas de Santa Ana  Casa 3 habitaciones  Venta Directa  Ganga  Avaluo de 240 000 USD
17513444;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;"CASA ROHRMOSER UNA PLANTA  SECTOR 

Lote 360 m2 
Construccion  210 m2 aprox  

Vestibulo
Sala   Comedor
Cocina con desayunador
3 dormitorios y 2 5 banos
Terraza techada con jardin 
Cochera para cuatro autos 
Cocina  lavanderia  cuarto y bano de servicio 


Cod   275 087
PRECIO DE VENTA US 285 000 

Ana Talia de Sanz T  2220 1470 88626161"; Lavanderia interna  Jardin  Desayunador  Patio  Garaje techado  Sala y Comedor  Area Social  Walk in closet  Area de BBQ  Lobby;NA;Casas en Rohrmoser   Casa Rohrmoser una planta
17518829;;NA;terraza;2.5;Casas;NA;;28/10/2020;Garita;;NA;248;1;4;no;planta baja;199000;;;;3;;Ceramica;Con los espacios que usted y su familia requieren  decore a su gusto y Viva seguro y tranquilo en esta acogedora y amplia casa en Residencial  3 habitaciones  Amplios espacios que bordean un lindo patio interno que llena de luz natural a toda la casa  Ademas cuenta con cocina empotrada con horno y extractor  Patio trasero con Jardineras en niveles  En la parte superior encontrara un estudio  terraza y medio bano  Parqueo para 4 vehiculos  Visitela y se sorprendera ;Estufa;NA;Casas en Garita   Venta de Casa en La Garita Alajuela Residencial El Bosque
17518899;;NA;;;Casas;NA;;30/10/2020;Guacima;;NA;NA;NA;;;;399000;;;;;;;"MORAVIA  Casa en Condominio con zona para mascotas 
Condominio Siena   Verde la mejor opcion de vivienda en la zona 
A tan solo 10 min del Mall Lincoln Plaza 
Hermosas casas distribuidas en dos niveles  
En el primer nivel  
  Cochera para dos vehiculos con piso anti deslizante 
  Cocina con mueble  y sobre de granito
  Sala 
  Comedor 
  1 2 bano con mueble en sobre de marmol 
  Bodega 
  Terraza 
  Balcon 
  Patio 
  Area de lavanderia 

En el segundo nivel encontramos  
  La habitacion principal con amplios espacios de bano y walk in closet
  Un hermoso balcon 
  Dos habitaciones secundarias con closet  las cuales cuentan con un bano completo 
compartido  
  Tambien se cuenta con un espacio ideal para estudio  labores de oficina o sala de TV  

Contamos ademas  con cancha multiuso  yoga deck  area de juegos infantiles  una zona para mascotas y casa club con gimnasio  Tambien  para su comodidad puede encontrar un area de parqueo para visitas  

Financiamiento bancario disponible "; Desayunador  Patio  Garaje techado  Sala y Comedor  Area Social  Walk in closet  Area de BBQ;NA;Casas en La Trinidad   Casa en Moravia  Su mejor opcion de vivienda 
17519502;;NA;;3.5;;NA;;;Mercedes;;NA;295;1;8;;;210000;711.86;488.37;;4;430;;;Cerca de Escuela  Pet Friendly  Cerca del Trafico;NA;
17526689;;NA;;;;NA;;;;;NA;360;NA;8;;;NA;;;;;;;"Ubicado muy cerca del Oficentro Lindora  a distancia caminando de Forum 2  muy cerca de Forum 1  a 10 minutos de la escuela Panamericana y Saint Jude  Muy cerca del Blue Valley  Saint Mary  Puede caminar al centro comercial Terrazas donde hay cines  restaurantes  tiendas  A 2 minutos de Automercados  carnes don Fernando 

Casa en Condominio de una sola planta de lujo  amplios espacios  amplio jardin  sala  comedor  cocina  terraza  bar y cava antecomedor  oficina  4 habitaciones  3 5 banos  mas cuarto y bano de servicio  cochera para 8 carros  
El condominio cuenta con seguridad las 24 horas  una hermosa casa club con piscina  canchas de tenis y areas de entretenimiento  cuidadosos jardines comunitarios con arboles maduros y un mantenimiento impecable 

Construccion 360m2
Terreno 789m2

Precio de Venta anterior  650 000
Precio de venta actual  620 000

Cuota Condominal  315 000";Cerca de Escuela  Cerca del Trafico  Parking bajo techo  Parking de visitas  Cuarto y bano de empleada  Seguridad 24 Horas  Lavanderia interna  Desayunador  Garaje techado  Sala y Comedor  Area Social  Walk in closet;NA;Casas en Santa Ana   Venta Casa en Condominio Bosques de Lindora Santa Ana
17526944;;NA;;2.5;Casas;NA;;30/10/2020;Colon;;NA;115;NA;2;;;NA;;;;;;;"  IDEAL PARA INVERSIONISTAS    Pozos de Santa Ana 
Cuota de mantenimiento  150   115mts2  3 habitaciones  2 5 banos  Amplia sala  Cuarto de pilas  Cocina  Jardin  Cochera para 2 autos 
Amenidades   Piscina para adultos con nado integrado y piscina para ninos  area de juegos infantiles  area de actividades sociales  calles adoquinadas  cableado subterraneo  gimnasio planta de tratamiento  muro perimetral ";Parking de visitas  Seguridad 24 Horas  Lavanderia interna  Salon de fiestas  Gimnasio  Desayunador  Sala y Comedor  Walk in closet;NA;Casas en Santa Ana   Casas listas para entregar en Condominio  Santa Ana
17527313;;NA;;;Casas;NA;;29/10/2020;;;NA;NA;NA;;;;NA;;;;;;;"Hermosa casa en Condominio  en la linda zona de San Joaquin  condominio cercano a zonas Francas  a solo 20 minutos del aeropuerto  excelente ubicacion 
Zona de alta plusvalia
Financiamiento bancario disponible  "; Parking bajo techo  Parking de visitas  Seguridad 24 Horas  Jardin  Parque Infantil  Desayunador  Patio  Sala y Comedor  Area Social  Walk in closet  Area de BBQ;NA;Casas en San Joaquin   Se vende casa precio de Oportunidad  San Joaquin de Flores
17528129;;2017;balcon;3.5;Casas;NA;;29/10/2020;San Rafael;;NA;160;1;2;si;8;185000;1,156.25;;;4;;Porcelanato;Por traslado se vende o alquila con opcion de compra   recononozco 100  del alquiler    Tres habitaciones con closet  la principal con walk in closet y bano privado  Cuarto de servicio con bano  Sala comedor  sala de TV  cocina con Isla   cuarto de lavado  bodega  acabados en granito  3 5 banos  3 balcones  Finos acabados  Parqueo para 2 vehiculos ; Sala y Comedor  Area Social  Walk in closet  Area de BBQ  Lobby Cerca de Escuela  Pet Friendly  Cerca del Trafico  Vista al Lago;NA;Casas en San Rafael   Exclusivo Penthouse en Condominio 9 10  un proyecto de CONCASA
17534735;;NA;;;Casas;NA;;2/11/2020;Sanchez;;NA;1350;NA;10;;;NA;;;;;;;"Hermosa casa de una planta en Montes de Oca rebajada de 850 000 a 550 000

Esta bella residencia de una planta esta rodeada de hermosos jardines 

Tiene un area privada con piscina de nado contra corriente  jacuzzi  y sauna  la cual se comunica con la casa a traves de una amplia terraza con ventanales que comunican con una moderna barra de bar ideal para actividades sociales 

Al interior  la casa tiene tres dormitorios  el principal con bano completo y walk in closet  Los dos dormitorios secundarios tienen vista hacia el jardin y closet  ambos comparten un espacioso bano  Entre los dormitorios esta una sala de TV muy amplia 

A un lado de la casa se encuentra una casa de huespedes la cual tiene dos dormitorios y un bano  

La casa tambien cuenta con area de servicio  dormitorio y cuarto de pilas 

La cocina es independiente y de estilo moderno  al igual que la sala y el comedor 

Toda la casa tiene pisos de marmol y acabados de primera calidad 

Esta casa tambien esta a la venta amueblada por 590 000 ";Nevera  Microondas  Estufa  Lavaplatos  Dispensador de agua caliente  Calentador de agua  Lavadora  Secadora;NA;Casas en Sabanilla   Casa de lujo de una planta en Montes de Oca
17534833;;NA;terraza;2;;NA;;;;;NA;174;NA;2;;;NA;;;;3;;Ceramica;;Cerca de Escuela  Pet Friendly;NA;
17539421;;NA;;;Casas;NA;;30/10/2020;San Vicente;;NA;150;NA;1;;;152459.0163934426;;;;;;;"Urbanizacion Los Metates  muy espaciosa  100  en block  excelentes acabados  parqueo 3 vehiculos

Lote 150 m2
Casa 285 m2
3 cuartos enormes
Amplia sala comedor
3 banos
Construccion en block
Ubicada en Urbanizacion los Metates en San Antonio de Alajuela
La casa se va a remodelar las fotos son del estado actual 
Telefono 71863275
Se puede financiar con cualquier banco 
Prima 10  que son 8 5 millones";Cerca de Escuela  Pet Friendly  Cerca del Trafico  Parking bajo techo  Parque Infantil  Desayunador  Calle sin salida  Garaje techado  Sala y Comedor  Lobby;NA;Casas en San Rafael   AMPLIA casa en San Antonio de Alajuela
17542652;;NA;;;Casas;NA;Santa Ana;30/10/2020;Santa Ana;;NA;NA;2;;si;;169000;1,469.56;;;3;;;;;NA;
17545553;;NA;balcon;3;;NA;Condominio Tierras de Santiago;;;;NA;190;2;2;si;;NA;;;;3;302;;;Cerca de Escuela  Parking de visitas  Seguridad 24 Horas  Lavanderia interna  Jardin;NA;
17549099;;NA;;2;Casas;NA;;20/10/2020;San Sebastian Rio Segundo;;NA;150;NA;1;;;106557.37704918033;₡433,333 1,000.00;629.13;;4;;;"Casa con excelente ubicacion  segura  muy centrica  cerca de supermercados  Iglesias  escuelas  colegios y farmacias  Con muebles de cocina y en el cuarto de pilas  Acabados modernos y reciente remodelacion  

Precio 68 millones 

4 recamaras 

2 banos completos 

1 cochera con techo 

150 m2 de construccion 

2 plantas 

Tamano del lote 90 m2 

Ano de construccion 1994 

Tipos de pisos Ceramica 

Cerca de escuelas  patio  Garaje techado  Calle sin salida 

Urbanizacion 

Contacto directo con los duenos  

Andrey Leon  8872 9283  correo  andreyleon gmail com 

Natalia Melendez  8828 3419  correo  natalia melendez hotmail es";;NA;Casas en San Sebastian   Casa con 4 dormitorios a precio de oportunidad  
17562937;;NA;;;;NA;;;;;NA;160;NA;;;;NA;;;;;;;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Vista al Lago  Vista a las Montanas  Parking de visitas  Cuarto y bano de empleada  Seguridad 24 Horas  2 o mas elevadores  Lavanderia interna  1 Studio  Deposito  Salon de fiestas  Jardin  Parque Infantil  Desayunador;NA;
17563416;;2017;balcon;3.5;Casas;NA;;29/10/2020;San Rafael;;NA;NA;1;2;si;8;185000;1,156.25;;;4;;Porcelanato;"300m2 de Lote y 323m2 de construccion 
Cuenta con un avaluo por 419 802 pero el precio de venta es de tan solo 355 000
La casa cuenta con un calido diseno con espacios amplios y abiertos 
En la primera planta se encuentra la sala  medio bano  una amplia cocina y comedor  cuarto de servicio con bano propio  cuarto de pilas alacena y una terraza con vista la puesta del sol 
La segunda planta se compone por una enorme sala de television son cielos altos tipo catedral y un espacioso closet de blancos 
El dormitorio principal es enorme  tambien con cielos estilo catedral  tiene aire acondicionado  su propio bano y walk in closet 
Las dos habitaciones secundarias son de un excelente tamano y comparten un espacioso bano  
En una de las habitaciones se encuentra el acceso a un amplio atico muy util para guardar todo tipo de objetos de uso poco frecuente 
En la segunda planta tambien hay un espacioso closet de blancos 
La cochera es perfecta para dos carros bajo techo y dos mas en la rampa de acceso 
La casa se encuentra en una ubicacion centrica en el condominio y en una calle de poco flujo vehicular 

El condominio cuenta con seguridad 24 7  electrificacion subterranea  multiples zonas recreativas  juegos infantiles  gimnasio  casa club con amplio salon para actividades  capacidad de hasta 120 personas   senderos  parque para perros  lago  zona de gimnasio al aire libre  canchas de tenis  basquet  y futbol 5  amplio rancho de reuniones y BBQ 
Excelente ubicacion  A 5 minutos de la autopista General Canas y a 15 minutos del aeropuerto Juan Santamaria  Cerca de las principales zonas francas  hospitales  colegios  centros comerciales y supermercados "; Dispensador de agua caliente;NA;Casas en Ulloa   Hermosa y amplia casa ubicada en Condominio Francosta a precio de oportunidad 
